Date,Name,Text,compound,negative,neutral,positive
Thu Jun 21 11:24:17 +0000 2018,CNN,"President Trump and Russian President Vladimir Putin are planning to meet in mid-July, according to two diplomatic… https://t.co/lUQlKw7rnf",0.0,0.0,1.0,0.0
Thu Jun 21 11:00:06 +0000 2018,CNN,"5 things for Thursday:

- Immigration
- Trade
- Disney vs. Comcast
- 'White civil rights' rally
- New Zealand Prime… https://t.co/VJtUW7ODWz",0.0,0.0,1.0,0.0
Thu Jun 21 10:55:33 +0000 2018,CNN,Here's what could happen next for migrant families after President Trump's order to stop separations:… https://t.co/eJcSYnoTJM,-0.296,0.128,0.872,0.0
Thu Jun 21 10:53:19 +0000 2018,CNN,Immigration judge applicant says the Trump administration blocked her over politics https://t.co/b256kwejO6 https://t.co/37GRWYsasp,-0.2732,0.149,0.851,0.0
Thu Jun 21 10:43:37 +0000 2018,CNN,The House is expected to vote today on the most robust piece of immigration legislation to come to the House floor… https://t.co/LBmg65XjkI,0.4005,0.0,0.886,0.114
Thu Jun 21 10:34:40 +0000 2018,CNN,Hundreds of migrant children forcibly separated from their parents were transferred thousands of miles away from th… https://t.co/OBMfgbevZ1,0.0,0.0,1.0,0.0
Thu Jun 21 10:16:45 +0000 2018,CNN,"Phil Mickelson says he is ""embarrassed"" and ""sorry"" for the ""putt-gate"" controversy at the US Open where he ran aft… https://t.co/ADFu72FitF",0.0,0.0,1.0,0.0
Thu Jun 21 10:08:50 +0000 2018,CNN,Trump's reversal creates its own chaos: The President's effort at immigration damage control could cause a long lis… https://t.co/abxmN4O9Cv,-0.7003,0.288,0.625,0.088
Thu Jun 21 10:07:50 +0000 2018,CNN,"Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe, that if you can foment ange… https://t.co/1yE0MZ4PGD",0.0,0.0,1.0,0.0
Thu Jun 21 09:47:03 +0000 2018,CNN,China censors John Oliver after scathing 20 minute video https://t.co/WYuDt5M5J7 https://t.co/mRIh2PCBoE,-0.296,0.18,0.82,0.0
Thu Jun 21 09:38:47 +0000 2018,CNN,"In 2018, just 13 people died in India from exposure to extreme temperatures -- compared with 2,422 people in 2015 https://t.co/rjAZoT4ALZ",-0.5574,0.153,0.847,0.0
Thu Jun 21 09:21:03 +0000 2018,CNN,The search for more than 190 missing people who were on board a tourist ferry that sank in Indonesia has been exten… https://t.co/ErSlNlmr8Q,-0.3535,0.105,0.895,0.0
Thu Jun 21 09:16:26 +0000 2018,CNN,Gatorade is going sugarless for the first time in its 53-year-history https://t.co/u6elc4kKDI https://t.co/7Madt2Yu7T,0.0,0.0,1.0,0.0
Thu Jun 21 08:58:02 +0000 2018,CNN,"US Immigration and Customs Enforcement has temporarily closed its field office in Portland, Oregon, as protests con… https://t.co/SUu9MzZWXh",-0.2263,0.101,0.899,0.0
Thu Jun 21 08:51:05 +0000 2018,CNN,Turkey just became the latest country to hit back at the United States for its tariffs on steel and aluminum -- it'… https://t.co/aMpXuOQ7Qr,0.4215,0.0,0.887,0.113
Thu Jun 21 08:48:03 +0000 2018,CNN,"""A disregard for human life and a culture of shortening the lives of a large number of patients."" Relatives of more… https://t.co/fqC4LHWzwZ",-0.2023,0.098,0.841,0.061
Thu Jun 21 08:39:14 +0000 2018,CNN,"Apple is teaming up with Sesame Workshop for a brand new slate of children's programming, the tech giant announced… https://t.co/uRrkj3rFHv",0.0,0.0,1.0,0.0
Thu Jun 21 08:15:10 +0000 2018,CNN,Dozens of people gather at LaGuardia Airport to support children believed to be separated from families… https://t.co/ZM7gMx6W77,0.4019,0.0,0.856,0.144
Thu Jun 21 08:05:08 +0000 2018,CNN,"Indian Prime Minister and longtime yoga practitioner Narendra Modi led an estimated 50,000 volunteers through a ser… https://t.co/sEFs4zo51N",0.0,0.0,1.0,0.0
Thu Jun 21 07:58:01 +0000 2018,CNN,"Ariana Grande is engaged to ""Saturday Night Live"" performer Pete Davidson. https://t.co/DKJjSqe6cZ https://t.co/GtJ13VD2eS",0.4019,0.0,0.816,0.184
Thu Jun 21 07:50:06 +0000 2018,CNN,This elite police force guards the Himalayas -- and also practices yoga #InternationalYogaDay… https://t.co/8Dv8wPu7h5,0.0,0.0,1.0,0.0
Thu Jun 21 07:37:05 +0000 2018,CNN,Meet the man who went from directing Iceland's video for the 2012 Eurovision Song Contest to saving a penalty from… https://t.co/LcBp79K5cF,-0.4588,0.136,0.864,0.0
Thu Jun 21 07:13:31 +0000 2018,CNN,"Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe, that if you can foment ange… https://t.co/sjh8wIuhaX",0.0,0.0,1.0,0.0
Thu Jun 21 07:07:10 +0000 2018,CNN,"The number of sexual assaults reported during commercial airline flights is increasing ""at an alarming rate,"" the F… https://t.co/UWq7Fm1YJ0",-0.5719,0.224,0.717,0.058
Thu Jun 21 06:37:54 +0000 2018,CNN,JUST IN: New Zealand Prime Minister Jacinda Ardern becomes the first world leader in nearly 30 years to have a chil… https://t.co/mm9J2b2RXI,0.0,0.0,1.0,0.0
Thu Jun 21 06:31:00 +0000 2018,CNN,The United States has issued its ten millionth patent. Here's a look at notable patents throughout the years and ho… https://t.co/NrqzY1eR4P,0.4215,0.0,0.872,0.128
Thu Jun 21 06:16:00 +0000 2018,CNN,"The future is here. This week, teamLab opens its 107,000 square-foot digital-only museum in Tokyo | via @CNNStyle… https://t.co/BpBgkuEckH",0.0,0.0,1.0,0.0
Thu Jun 21 06:01:04 +0000 2018,CNN,"The Asia-Pacific region is set to overtake the US as the world's largest prefabricated building market, a report fo… https://t.co/fBKF48ofiC",0.0,0.0,1.0,0.0
Thu Jun 21 05:46:00 +0000 2018,CNN,"How stress tests measure a bank's ability to react to an economic downturn, and why more banks are now passing them… https://t.co/RqLsECjxXl",-0.128,0.116,0.788,0.095
Thu Jun 21 05:31:02 +0000 2018,CNN,"The number of sexual assaults reported during commercial airline flights is increasing ""at an alarming rate,"" the F… https://t.co/jh9PRAywp2",-0.5719,0.224,0.717,0.058
Thu Jun 21 05:16:00 +0000 2018,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/TRVpAAKDWh",0.0,0.0,1.0,0.0
Thu Jun 21 05:01:05 +0000 2018,CNN,Here is a breakdown of the three critical months in spring 2016 when five associates of Donald Trump met with Russi… https://t.co/BKvXZL1s96,-0.3182,0.103,0.897,0.0
Thu Jun 21 04:46:00 +0000 2018,CNN,"After three years of restoration at Yosemite National Park, some of the world's biggest trees are ready to view aga… https://t.co/5kKDJnQCqy",0.3612,0.0,0.889,0.111
Thu Jun 21 04:31:05 +0000 2018,CNN,"Apple is teaming up with Sesame Workshop for a brand new slate of children's programming, the tech giant announced… https://t.co/ZHqxULwgxW",0.0,0.0,1.0,0.0
Thu Jun 21 04:16:00 +0000 2018,CNN,"Thanks to the popularity of Netflix's ""Stranger Things,"" sales of Eggo waffles have gotten a boost. 

But the gap b… https://t.co/mhBGTgM9Gl",0.8271,0.0,0.661,0.339
Thu Jun 21 04:01:04 +0000 2018,CNN,Gatorade is going sugarless for the first time in its 53-year-history https://t.co/0Ix10tVW5n https://t.co/BzRAaqa3Nm,0.0,0.0,1.0,0.0
Thu Jun 21 03:46:04 +0000 2018,CNN,Why he caved: Inside Trump's rare reversal https://t.co/bLflptZnSe https://t.co/x6BGgk4I4K,0.0,0.0,1.0,0.0
Thu Jun 21 03:31:08 +0000 2018,CNN,Former CIA Director Michael Hayden defended the positions of US allies who have come out against US immigration pra… https://t.co/LqcjEwqydr,0.0,0.0,1.0,0.0
Thu Jun 21 03:16:05 +0000 2018,CNN,A progressive group funded by liberal megadonor Tom Steyer is using the audio of children crying inside a detention… https://t.co/wht5NW1i3S,-0.4767,0.154,0.846,0.0
Thu Jun 21 02:56:07 +0000 2018,CNN,Sen. Bernie Sanders said President Trump's zero tolerance immigration policy shows Trump is thinking like an author… https://t.co/xKxWtZfQtb,0.5719,0.0,0.773,0.227
Thu Jun 21 02:54:40 +0000 2018,CNN,"RT @AC360: ""There was no requirement that they separate the family."" Constitutional law scholar Jonathan Turley says President Trump's exec…",-0.296,0.104,0.896,0.0
Thu Jun 21 02:51:51 +0000 2018,CNN,"Michael Cohen's posture on cooperating with federal prosecutors is a ""moving target,"" and any decision from Cohen -… https://t.co/KoeXtLX7Xj",0.0,0.0,1.0,0.0
Thu Jun 21 02:46:05 +0000 2018,CNN,"Why there are so few pictures of migrant children impacted by the Trump administration's ""zero tolerance"" immigrati… https://t.co/GDo1zob8MC",0.296,0.0,0.885,0.115
Thu Jun 21 02:44:26 +0000 2018,CNN,Nigeria's #WorldCup side have lost out on more than $300k promised to them by government officials and sponsors aft… https://t.co/Snq9rqZNRS,0.1189,0.1,0.78,0.12
Thu Jun 21 02:40:55 +0000 2018,CNN,Read President Trump's executive order to stop family separations at the US-Mexico border https://t.co/3QeEzeUGYb https://t.co/QDEucUItOl,-0.296,0.136,0.864,0.0
Thu Jun 21 02:36:03 +0000 2018,CNN,Corey Lewandowski's comments on Fox News apparently mocking the tale of a 10-year-old girl with Down syndrome were… https://t.co/wC9XIRP6W4,-0.4019,0.137,0.863,0.0
Thu Jun 21 02:35:23 +0000 2018,CNN,"RT @AC360: ""What we've seen here is one of the greatest political defeats of this presidency. ... He got beaten like a rented mule by the i…",0.3818,0.151,0.651,0.198
Thu Jun 21 02:31:16 +0000 2018,CNN,"RT @CNNOpinion: 'Tender' smells of baby powder and strained pears, but not when it's masking a cruel detention system, says @JohnHMcWhorter…",-0.8834,0.377,0.623,0.0
Thu Jun 21 02:31:10 +0000 2018,CNN,"One is a former hospital. Another is a retrofitted superstore. One is a tent city with the capacity to grow.

These… https://t.co/YJA6TnEwmV",0.0,0.0,1.0,0.0
Thu Jun 21 02:22:44 +0000 2018,CNN,"The organizer of the white nationalist rally in Charlottesville, Virginia, last year has applied for a permit to ho… https://t.co/Cx1dpmeozy",0.0,0.0,1.0,0.0
Thu Jun 21 02:16:09 +0000 2018,CNN,"German automaker Daimler has cut its profit forecast, blaming the emerging trade war between the United States and… https://t.co/eTUfYLRT3m",-0.5423,0.318,0.484,0.197
Thu Jun 21 02:09:10 +0000 2018,CNN,"How stress tests measure a bank's ability to react to an economic downturn, and why more banks are now passing them… https://t.co/kWcHHhdKZQ",-0.128,0.116,0.788,0.095
Thu Jun 21 02:01:00 +0000 2018,CNN,"President Trump apparently criticized Sen. John McCain's vote against repealing Obamacare, without naming him, at a… https://t.co/sfbCheJK0D",-0.3612,0.135,0.865,0.0
Thu Jun 21 01:58:00 +0000 2018,CNN,"Starbucks is still facing a dilemma of increased competition and over-saturation in the US, says CNNMoney's… https://t.co/K3qkhiJLT9",0.1027,0.096,0.787,0.118
Thu Jun 21 01:56:05 +0000 2018,CNN,"Match Group, owner of sites like Tinder and OkCupid, now owns a 51% stake in millennial-focused, long-term dating a… https://t.co/AIGr6X5DoC",0.3612,0.0,0.878,0.122
Thu Jun 21 01:51:00 +0000 2018,CNN,Disney raised its bid for most of 21st Century Fox to $71 billion. CNN's @Hadas_Gold says she believes Comcast will… https://t.co/PGAfzOeyaw,0.0,0.0,1.0,0.0
Thu Jun 21 01:47:00 +0000 2018,CNN,"A West Virginia couple says a hospital mixed up two newborn babies, after the mother showed off one baby to relativ… https://t.co/UHkaBjFvMV",0.0,0.0,1.0,0.0
Thu Jun 21 01:41:00 +0000 2018,CNN,"The future is here. This week, teamLab opens its 107,000 square-foot digital-only museum in Tokyo | via @CNNStyle… https://t.co/I6GuOCsoDH",0.0,0.0,1.0,0.0
Thu Jun 21 01:37:38 +0000 2018,CNN,"Sexual assaults on flights are increasing ""at an alarming rate,"" the FBI says https://t.co/VsZ5rzLdvy https://t.co/4k5bWqQDFF",-0.6124,0.278,0.722,0.0
Thu Jun 21 01:36:45 +0000 2018,CNN,"RT @OutFrontCNN: ""I think the use of that word 'infest' is beneath the dignity of the office of the President"" - General Michael Hayden rea…",0.4019,0.0,0.895,0.105
Thu Jun 21 01:30:10 +0000 2018,CNN,"Vietnam's ""vermicelli village"": A delicious Hanoi side trip https://t.co/DJXIzTknxC https://t.co/hQB6yDXCZd",0.5719,0.0,0.684,0.316
Thu Jun 21 01:25:40 +0000 2018,CNN,"President Trump apparently criticized Sen. John McCain's vote against repealing Obamacare, without naming him, at a… https://t.co/UtE0FSl1NN",-0.3612,0.135,0.865,0.0
Thu Jun 21 01:11:04 +0000 2018,CNN,Is Saudi Arabia the next big heritage tourism destination? https://t.co/2bCIYWCzIY https://t.co/k8sYdrFuLj,0.0,0.0,1.0,0.0
Thu Jun 21 01:09:17 +0000 2018,CNN,"RT @AC360: Sen. Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe that if you can foment anger against…",-0.5719,0.15,0.85,0.0
Thu Jun 21 01:01:04 +0000 2018,CNN,"The US Secret Service has been alerted in response to a tweet that actor Peter Fonda posted about Barron Trump, Pre… https://t.co/neQeXUu3r6",0.0,0.0,1.0,0.0
Thu Jun 21 00:57:56 +0000 2018,CNN,"RT @AC360: Sen. Bernie Sanders: President Trump ""thinks as authoritarian types all over Europe believe that if you can ferment anger agains…",-0.5719,0.15,0.85,0.0
Thu Jun 21 00:46:55 +0000 2018,CNN,President Trump defended his decision to backtrack on a practice of separating undocumented immigrant families on t… https://t.co/5mhWQsGgJO,0.0,0.0,1.0,0.0
Thu Jun 21 00:41:04 +0000 2018,CNN,Arizona Sen. Jeff Flake is warning that he may block votes on the nominations of all of President Donald Trump's pe… https://t.co/BPKyiNi0Rh,-0.6486,0.209,0.791,0.0
Thu Jun 21 00:34:17 +0000 2018,CNN,"Trump praises Kim Jong Un at a Minnesota rally: He will turn North Korea ""into a great, successful country""… https://t.co/16varj4PaA",0.9062,0.0,0.57,0.43
Thu Jun 21 00:27:31 +0000 2018,CNN,"RT @AC360: ""He created the crisis. He could end the crisis. ...(Trump) sees from his political perspective that being anti-immigrant is a w…",-0.802,0.281,0.651,0.068
Thu Jun 21 00:22:25 +0000 2018,CNN,"RT @AC360: Sen. Bernie Sanders says President Trump's family separations executive order does not go ""far enough"" https://t.co/OQZbBBBwd6 h…",0.0,0.0,1.0,0.0
Thu Jun 21 00:15:16 +0000 2018,CNN,"Touting his summit with Kim Jong Un, President Trump told supporters at a campaign rally that North Korea has sent… https://t.co/y8UQ5KnOYa",0.296,0.075,0.796,0.128
Thu Jun 21 00:11:04 +0000 2018,CNN,Canada becomes second nation in the world to legalize marijuana https://t.co/SxBcnP0CGR https://t.co/I768rhRKTo,0.0,0.0,1.0,0.0
Thu Jun 21 00:07:46 +0000 2018,CNN,"RT @OutFrontCNN: ""The headline would be: 'The President Signs an Executive Order Against Himself' because this is a crisis created by him.""…",-0.4767,0.163,0.757,0.08
Wed Jun 20 23:58:23 +0000 2018,CNN,"President Donald Trump rallies with his supporters in northern Minnesota.

Watch live: https://t.co/VPCb3OIof9

Fol… https://t.co/uKjamySBBs",0.4404,0.0,0.828,0.172
Wed Jun 20 23:51:07 +0000 2018,CNN,A Republican House member erupted at House Speaker Paul Ryan over their agreement involving two major immigration b… https://t.co/StoCnpwQya,0.4939,0.0,0.842,0.158
Wed Jun 20 23:41:07 +0000 2018,CNN,North Dakota's GOP Rep. Kevin Cramer volunteered support for chain-link fences in facilities where the government i… https://t.co/FoOW0KqmZF,0.4019,0.0,0.863,0.137
Wed Jun 20 23:37:15 +0000 2018,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/MOw4WFQr5o",0.0,0.0,1.0,0.0
Wed Jun 20 23:34:51 +0000 2018,CNN,"Thanks to the popularity of Netflix's ""Stranger Things,"" sales of Eggo waffles have gotten a boost. 

But the gap b… https://t.co/eg2KDcLEf5",0.8271,0.0,0.661,0.339
Wed Jun 20 23:33:04 +0000 2018,CNN,President Donald Trump's executive order reversing course on family separations has not changed anything in terms o… https://t.co/1KfCV5fVy8,0.0,0.0,1.0,0.0
Wed Jun 20 23:32:07 +0000 2018,CNN,"RT @CNNSitRoom: ""Today's action shows that Donald Trump and Secretary Nielsen lied to the American people repeatedly"" and she needs to resi…",-0.3818,0.11,0.89,0.0
Wed Jun 20 23:26:05 +0000 2018,CNN,A Nigerian university has sacked a professor who was caught on tape allegedly demanding sex from a female student i… https://t.co/vP1e9SeGY6,-0.2263,0.101,0.899,0.0
Wed Jun 20 23:21:02 +0000 2018,CNN,There's a theme to Trump's low points as President | Analysis by CNN's Z. Byron Wolf https://t.co/ruEOvxeewt https://t.co/UNKbuIlT4B,-0.2732,0.123,0.877,0.0
Wed Jun 20 23:16:04 +0000 2018,CNN,This is a pivotal moment in American Protestantism | By Diana Butler Bass via @CNNOpinion https://t.co/1qhdZG6My4 https://t.co/1LYrqs5Zy7,0.0,0.0,1.0,0.0
Wed Jun 20 23:16:00 +0000 2018,CNN,"RT @CNNSitRoom: Pulling children out of the arms of their parents is a “disgusting process as I’ve ever seen...” As a country, we should lo…",0.0,0.0,1.0,0.0
Wed Jun 20 23:09:38 +0000 2018,CNN,New York Mayor Bill de Blasio blasts the Trump administration after touring a facility for immigrant children… https://t.co/NurB58DrbB,0.0,0.0,1.0,0.0
Wed Jun 20 22:58:42 +0000 2018,CNN,"RT @CNNSitRoom: Rep. Vela of Texas: When you see an 8-month-old and a baby who's almost 1 without their parents, you realize these toddlers…",0.0,0.0,1.0,0.0
Wed Jun 20 22:56:03 +0000 2018,CNN,"President Trump signed an executive order to keep parents and children together, contradicting assertions that only… https://t.co/rUGhPGUTnQ",-0.3182,0.126,0.874,0.0
Wed Jun 20 22:51:05 +0000 2018,CNN,"""My country is no place for children."" At a shelter on the US/Mexico border, many of the 50 or so migrants contempl… https://t.co/D0mKtndYP7",-0.296,0.095,0.905,0.0
Wed Jun 20 22:46:07 +0000 2018,CNN,Got powder in your carry-on? You may want to check it. The TSA has been taking a closer look at containers of powde… https://t.co/xZ79FXS08N,0.0772,0.0,0.944,0.056
Wed Jun 20 22:40:49 +0000 2018,CNN,"The 17-year-old girl who called police to report her abusive parents in Perris, California, said the house the fami… https://t.co/t1D56KsVS9",-0.6369,0.181,0.819,0.0
Wed Jun 20 22:34:44 +0000 2018,CNN,"""To maintain influence, we must also maintain respect. That respect only comes from approaching law enforcement in… https://t.co/Q2VmQ5E8yW",0.7351,0.0,0.721,0.279
Wed Jun 20 22:23:11 +0000 2018,CNN,"Iran may have suffered defeat in their second #WorldCup game at Russia 2018, but the occasion could yet prove to be… https://t.co/tNmS4pJCgd",-0.4767,0.17,0.83,0.0
Wed Jun 20 22:12:49 +0000 2018,CNN,"New Zealand Prime Minister Jacinda Ardern, the first pregnant world leader in nearly 30 years, has been admitted to… https://t.co/71yVYn0aui",0.1027,0.0,0.931,0.069
Wed Jun 20 21:56:33 +0000 2018,CNN,"Republican Rep. Mark Sanford says colleagues have his back after Trump's ""nasty guy"" comment https://t.co/JKRYQT3W3W https://t.co/URAjSkSPQJ",-0.5574,0.194,0.806,0.0
Wed Jun 20 21:55:11 +0000 2018,CNN,RT @CNNSitRoom: Do you give Trump credit for reversing course and signing an executive order to now keep undocumented immigrant families to…,0.3818,0.0,0.89,0.11
Wed Jun 20 21:54:19 +0000 2018,CNN,President Trump will rally Minnesota supporters hours after signing an order ending family separations at the US-Me… https://t.co/Hs2CSty25O,0.4404,0.0,0.854,0.146
Fri Jun 22 00:33:00 +0000 2018,Fox News,"'Honor, Integrity and Joy': @DanaPerino Remembers Charles Krauthammer https://t.co/XLmAY76P9k",0.3818,0.0,0.755,0.245
Fri Jun 22 00:32:35 +0000 2018,Fox News,"""The panel dynamic...was organic. It was a discussion. It wasn't planned out, that was Charles. He was an op-ed ess… https://t.co/FO4VHxjBdC",0.0,0.0,1.0,0.0
Fri Jun 22 00:25:02 +0000 2018,Fox News,".@BretBaier remembers longtime Fox News contributor Charles Krauthammer: ""He could get to the point better than any… https://t.co/xcYdgFObfg",0.4404,0.0,0.854,0.146
Fri Jun 22 00:22:35 +0000 2018,Fox News,".@brithume remembers longtime Fox News contributor Charles Krauthammer: ""He was a giant of our time and of our trad… https://t.co/yHsIer3llQ",0.0,0.0,1.0,0.0
Fri Jun 22 00:21:09 +0000 2018,Fox News,".@brithume remembers longtime Fox News contributor Charles Krauthammer: ""I can't think of anyone on earth that I ad… https://t.co/zdHCAg5Jen",0.0,0.0,1.0,0.0
Fri Jun 22 00:19:52 +0000 2018,Fox News,"⚡️ Remembering Charles Krauthammer. 

https://t.co/7EXGWLbRmE",0.0,0.0,1.0,0.0
Fri Jun 22 00:17:45 +0000 2018,Fox News,Charles Krauthammer honored by Washington @Nationals at ballgame after his death https://t.co/xzFYC8fpHJ,-0.0258,0.22,0.565,0.215
Fri Jun 22 00:16:56 +0000 2018,Fox News,".@brithume remembers longtime Fox News contributor Charles Krauthammer: ""He had this extraordinary intellect. One t… https://t.co/KGYLHO0Obw",0.4588,0.0,0.833,0.167
Fri Jun 22 00:12:45 +0000 2018,Fox News,.@marthamaccallum remembers longtime Fox News contributor Charles Krauthammer by reading the letter he wrote weeks… https://t.co/VPSF9hUbkI,0.0,0.0,1.0,0.0
Fri Jun 22 00:10:19 +0000 2018,Fox News,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" - Friday at 9p ET. https://t.co/gq3KdbKIJR",0.0,0.0,1.0,0.0
Fri Jun 22 00:07:18 +0000 2018,Fox News,".@gen_jackkeane remembers longtime Fox News contributor Charles Krauthammer: ""God gave him a giant of a mind and he… https://t.co/Irby77W03a",0.2732,0.0,0.884,0.116
Fri Jun 22 00:03:58 +0000 2018,Fox News,".@gen_jackkeane discusses Fox News contributor Charles Krauthammer's love of baseball: ""He loved the game as much a… https://t.co/rAUUpmm51K",0.8442,0.0,0.664,0.336
Fri Jun 22 00:03:41 +0000 2018,Fox News,.@VP Mike Pence remembers longtime Fox News contributor Charles Krauthammer. https://t.co/Ldm9DXkBkk https://t.co/JX73sEPJsX,0.0,0.0,1.0,0.0
Fri Jun 22 00:00:00 +0000 2018,Fox News,".@gen_jackkeane remembers longtime Fox News contributor Charles Krauthammer: ""Charles knew that I had a background… https://t.co/Xk5Nq8mz7h",0.0,0.0,1.0,0.0
Thu Jun 21 23:56:07 +0000 2018,Fox News,"Moments ago, former President George W. Bush and former first lady Laura Bush released a statement about the death… https://t.co/uB20hXmwyU",0.0,0.0,1.0,0.0
Thu Jun 21 23:51:11 +0000 2018,Fox News,"""He told me, 'Never settle for what you think you know, Harris.'""

On ""The Story,"" @HARRISFAULKNER shared a quote f… https://t.co/UFirerWItp",0.34,0.0,0.888,0.112
Thu Jun 21 23:48:14 +0000 2018,Fox News,.@dailybriefing anchor @DanaPerino remembers the life of longtime Fox News contributor and Pulitzer Prize winner Ch… https://t.co/7R4Ap5by6n,0.7964,0.0,0.679,0.321
Thu Jun 21 23:39:50 +0000 2018,Fox News,"Bill Bennett remembers longtime Fox News contributor Charles Krauthammer: ""He loved life and he loved to talk about… https://t.co/t73574arQB",0.8316,0.0,0.685,0.315
Thu Jun 21 23:37:02 +0000 2018,Fox News,"Moments ago, @SpeakerRyan tweeted about the death of longtime Fox News contributor Charles Krauthammer.… https://t.co/QiZj2i8EPE",-0.5994,0.218,0.782,0.0
Thu Jun 21 23:32:00 +0000 2018,Fox News,".@ChrisStirewalt remembers longtime Fox News contributor Charles Krauthammer: ""Charles set the gold standard for us… https://t.co/eeHWiimhlg",0.0,0.0,1.0,0.0
Thu Jun 21 23:30:47 +0000 2018,Fox News,".@ChrisStirewalt remembers longtime Fox News contributor Charles Krauthammer: ""We relied on Charles a great deal fo… https://t.co/tIdXWoOCAw",0.6249,0.0,0.785,0.215
Thu Jun 21 23:23:14 +0000 2018,Fox News,"Chris Wallace remembers longtime Fox News contributor Charles Krauthammer: ""Most of us are lucky if we think in phr… https://t.co/7Pc78kCHoP",0.4215,0.0,0.872,0.128
Thu Jun 21 23:20:08 +0000 2018,Fox News,.@BretBaier: Charles Krauthammer's Voice 'Will Live-On on Special Report' https://t.co/IaWM9EmfRC,0.4019,0.0,0.769,0.231
Thu Jun 21 23:14:30 +0000 2018,Fox News,Charles Krauthammer's death sparks wide reactions: 'A huge loss' https://t.co/gykg00NEqR,-0.5994,0.4,0.452,0.148
Thu Jun 21 23:14:14 +0000 2018,Fox News,The Washington @Nationals remember the life of longtime Fox News contributor Charles Krauthammer.… https://t.co/DZlNppq670,0.0,0.0,1.0,0.0
Thu Jun 21 23:11:51 +0000 2018,Fox News,".@SenateMajLdr remembers longtime Fox News contributor Charles Krauthammer: ""Overcoming such adversity and leading… https://t.co/GxkgjkfIbg",-0.4215,0.177,0.823,0.0
Thu Jun 21 23:09:39 +0000 2018,Fox News,.@greggutfeld remembers longtime Fox News contributor Charles Krauthammer. https://t.co/TmhyEDInic https://t.co/K0lAgzBwij,0.0,0.0,1.0,0.0
Thu Jun 21 23:08:11 +0000 2018,Fox News,".@BretBaier remembers longtime Fox News contributor Charles Krauthammer: ""Just know that Charles Krauthammer's lega… https://t.co/JAActzSa36",0.0,0.0,1.0,0.0
Thu Jun 21 23:03:40 +0000 2018,Fox News,Cal Thomas: A tribute to Charles Krauthammer https://t.co/iF4EKnSRFx,0.0,0.0,1.0,0.0
Thu Jun 21 22:59:41 +0000 2018,Fox News,".@BretBaier remembers longtime Fox News contributor Charles Krauthammer: ""He also had just an appreciation of peopl… https://t.co/aAZEr1pufT",0.5106,0.0,0.829,0.171
Thu Jun 21 22:56:14 +0000 2018,Fox News,".@BretBaier reflects on the life of Charles Krauthammer: ""Know that his voice is going to live on.""… https://t.co/NEOv07FsK2",0.0,0.0,1.0,0.0
Thu Jun 21 22:53:46 +0000 2018,Fox News,".@ShannonBream remembers longtime Fox News contributor Charles Krauthammer: ""I always tell people he was the most b… https://t.co/qVQKplvBsP",0.0,0.0,1.0,0.0
Thu Jun 21 22:52:20 +0000 2018,Fox News,Fox News remembers Charles Krauthammer: 'R.I.P. good friend' https://t.co/rOdLipUuhW,0.7269,0.0,0.534,0.466
Thu Jun 21 22:49:44 +0000 2018,Fox News,".@Judgenap remembers longtime Fox News contributor Charles Krauthammer: ""One of the great gifts of my 20-plus years… https://t.co/Yg6XM9T4CL",0.6249,0.0,0.806,0.194
Thu Jun 21 22:48:22 +0000 2018,Fox News,.@johnrobertsFox shares the story about how longtime Fox News contributor Charles Krauthammer taught his son to pla… https://t.co/ThommwBfJJ,0.296,0.0,0.885,0.115
Thu Jun 21 22:46:31 +0000 2018,Fox News,.@TuckerCarlson remembers the life of Fox News contributor Charles Krauthammer. https://t.co/xCL2PcxoFn https://t.co/Fh08pi5na2,0.0,0.0,1.0,0.0
Thu Jun 21 22:37:18 +0000 2018,Fox News,.@foxnewsnight anchor @ShannonBream reacts to the death of longtime Fox News contributor and Pulitzer Prize winner… https://t.co/HLq4dFdfku,-0.1531,0.176,0.676,0.149
Thu Jun 21 22:33:26 +0000 2018,Fox News,".@brithume on death of Charles Krauthammer: ""The man was so courageous in the way he lived his life and he overcame… https://t.co/ywG5mzWtRo",0.1195,0.138,0.708,0.154
Thu Jun 21 22:30:50 +0000 2018,Fox News,"Charles Krauthammer, Pulitzer Prize winner and longtime Fox News contributor, dead at 68. https://t.co/xCL2PcxoFn https://t.co/uzHnY5Gq6u",0.4215,0.184,0.513,0.303
Thu Jun 21 22:28:48 +0000 2018,Fox News,.@brithume reacts to the death of longtime Fox News contributor Charles Krauthammer. https://t.co/TmhyEDInic https://t.co/q08LDaU8Nj,-0.5994,0.231,0.769,0.0
Thu Jun 21 22:25:32 +0000 2018,Fox News,.@SpecialReport anchor @BretBaier reacts to the death of longtime Fox News contributor Charles Krauthammer.… https://t.co/5bakKQiaJ0,-0.5994,0.218,0.782,0.0
